sensitivity_case,scenario,label,delivered_diesel_cost_usd_per_mwh,hydrogen_capex_multiplier,outage_duration_hours,carbon_price_usd_per_t,total_annual_cost_usd,lcoe_usd_per_mwh_served,diesel_mwh,diesel_co2_t,carbon_cost_usd,eens_mwh,lpsp,critical_load_served_ratio,survivable_outage_duration_h,resilience_penalty_usd,resilience_adjusted_cost_usd,delta_cost_usd,battery_hydrogen_preferred_pure,delta_cost_resilience_adjusted_usd,battery_hydrogen_preferred_resilience
159,diesel_battery,PV + diesel + battery,500.0,0.6,48.0,150.0,4753053.556360711,456.72201726919343,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,4974337.222423212,-1391525.3241009759,True,-1612808.9901634762,True
159,battery_hydrogen,PV + battery + hydrogen,500.0,0.6,48.0,150.0,3361528.2322597355,323.01002653135237,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,3361528.2322597355,-1391525.3241009759,True,-1612808.9901634762,True
160,diesel_battery,PV + diesel + battery,500.0,0.65,48.0,150.0,4753053.556360711,456.72201726919343,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,4974337.222423212,-1316427.173808468,True,-1537710.8398709684,True
160,battery_hydrogen,PV + battery + hydrogen,500.0,0.65,48.0,150.0,3436626.3825522433,330.2262251893454,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,3436626.3825522433,-1316427.173808468,True,-1537710.8398709684,True
161,diesel_battery,PV + diesel + battery,500.0,0.7,48.0,150.0,4753053.556360711,456.72201726919343,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,4974337.222423212,-1241329.0235159602,True,-1462612.6895784605,True
161,battery_hydrogen,PV + battery + hydrogen,500.0,0.7,48.0,150.0,3511724.532844751,337.4424238473385,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,3511724.532844751,-1241329.0235159602,True,-1462612.6895784605,True
162,diesel_battery,PV + diesel + battery,500.0,0.75,48.0,150.0,4753053.556360711,456.72201726919343,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,4974337.222423212,-1166230.8732234524,True,-1387514.5392859527,True
162,battery_hydrogen,PV + battery + hydrogen,500.0,0.75,48.0,150.0,3586822.683137259,344.6586225053315,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,3586822.683137259,-1166230.8732234524,True,-1387514.5392859527,True
163,diesel_battery,PV + diesel + battery,500.0,0.8,48.0,150.0,4753053.556360711,456.72201726919343,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,4974337.222423212,-1091132.7229309445,True,-1312416.3889934449,True
163,battery_hydrogen,PV + battery + hydrogen,500.0,0.8,48.0,150.0,3661920.833429767,351.87482116332455,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,3661920.833429767,-1091132.7229309445,True,-1312416.3889934449,True
164,diesel_battery,PV + diesel + battery,500.0,0.85,48.0,150.0,4753053.556360711,456.72201726919343,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,4974337.222423212,-1016034.5726384367,True,-1237318.238700937,True
164,battery_hydrogen,PV + battery + hydrogen,500.0,0.85,48.0,150.0,3737018.9837222747,359.0910198213176,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,3737018.9837222747,-1016034.5726384367,True,-1237318.238700937,True
165,diesel_battery,PV + diesel + battery,500.0,0.9,48.0,150.0,4753053.556360711,456.72201726919343,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,4974337.222423212,-940936.4223459288,True,-1162220.0884084292,True
165,battery_hydrogen,PV + battery + hydrogen,500.0,0.9,48.0,150.0,3812117.1340147825,366.3072184793107,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,3812117.1340147825,-940936.4223459288,True,-1162220.0884084292,True
166,diesel_battery,PV + diesel + battery,500.0,0.95,48.0,150.0,4753053.556360711,456.72201726919343,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,4974337.222423212,-865838.272053421,True,-1087121.9381159213,True
166,battery_hydrogen,PV + battery + hydrogen,500.0,0.95,48.0,150.0,3887215.2843072903,373.5234171373037,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,3887215.2843072903,-865838.272053421,True,-1087121.9381159213,True
167,diesel_battery,PV + diesel + battery,500.0,1.0,48.0,150.0,4753053.556360711,456.72201726919343,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,4974337.222423212,-790740.1217609132,True,-1012023.7878234135,True
167,battery_hydrogen,PV + battery + hydrogen,500.0,1.0,48.0,150.0,3962313.434599798,380.73961579529674,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,3962313.434599798,-790740.1217609132,True,-1012023.7878234135,True
168,diesel_battery,PV + diesel + battery,500.0,1.05,48.0,150.0,4753053.556360711,456.72201726919343,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,4974337.222423212,-715641.9714684053,True,-936925.6375309057,True
168,battery_hydrogen,PV + battery + hydrogen,500.0,1.05,48.0,150.0,4037411.584892306,387.9558144532898,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,4037411.584892306,-715641.9714684053,True,-936925.6375309057,True
169,diesel_battery,PV + diesel + battery,500.0,1.1,48.0,150.0,4753053.556360711,456.72201726919343,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,4974337.222423212,-640543.8211758975,True,-861827.4872383978,True
169,battery_hydrogen,PV + battery + hydrogen,500.0,1.1,48.0,150.0,4112509.735184814,395.17201311128287,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,4112509.735184814,-640543.8211758975,True,-861827.4872383978,True
170,diesel_battery,PV + diesel + battery,500.0,1.15,48.0,150.0,4753053.556360711,456.72201726919343,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,4974337.222423212,-565445.6708833897,True,-786729.33694589,True
170,battery_hydrogen,PV + battery + hydrogen,500.0,1.15,48.0,150.0,4187607.8854773217,402.38821176927587,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,4187607.8854773217,-565445.6708833897,True,-786729.33694589,True
171,diesel_battery,PV + diesel + battery,500.0,1.2,48.0,150.0,4753053.556360711,456.72201726919343,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,4974337.222423212,-490347.5205908809,True,-711631.1866533812,True
171,battery_hydrogen,PV + battery + hydrogen,500.0,1.2,48.0,150.0,4262706.03576983,409.60441042726904,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,4262706.03576983,-490347.5205908809,True,-711631.1866533812,True
172,diesel_battery,PV + diesel + battery,550.0,0.3,48.0,150.0,5077794.933531712,487.92649142746006,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,5299078.599594212,-2166855.6030270234,True,-2388139.2690895237,True
172,battery_hydrogen,PV + battery + hydrogen,550.0,0.3,48.0,150.0,2910939.3305046884,279.71283458339406,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,2910939.3305046884,-2166855.6030270234,True,-2388139.2690895237,True
173,diesel_battery,PV + diesel + battery,550.0,0.35,48.0,150.0,5077794.933531712,487.92649142746006,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,5299078.599594212,-2091757.4527345155,True,-2313041.118797016,True
173,battery_hydrogen,PV + battery + hydrogen,550.0,0.35,48.0,150.0,2986037.4807971963,286.9290332413871,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,2986037.4807971963,-2091757.4527345155,True,-2313041.118797016,True
174,diesel_battery,PV + diesel + battery,550.0,0.4,48.0,150.0,5077794.933531712,487.92649142746006,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,5299078.599594212,-2016659.3024420077,True,-2237942.968504508,True
174,battery_hydrogen,PV + battery + hydrogen,550.0,0.4,48.0,150.0,3061135.631089704,294.1452318993802,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,3061135.631089704,-2016659.3024420077,True,-2237942.968504508,True
175,diesel_battery,PV + diesel + battery,550.0,0.45,48.0,150.0,5077794.933531712,487.92649142746006,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,5299078.599594212,-1941561.1521494999,True,-2162844.818212,True
175,battery_hydrogen,PV + battery + hydrogen,550.0,0.45,48.0,150.0,3136233.781382212,301.36143055737324,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,3136233.781382212,-1941561.1521494999,True,-2162844.818212,True
176,diesel_battery,PV + diesel + battery,550.0,0.5,48.0,150.0,5077794.933531712,487.92649142746006,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,5299078.599594212,-1866463.001856992,True,-2087746.6679194923,True
176,battery_hydrogen,PV + battery + hydrogen,550.0,0.5,48.0,150.0,3211331.93167472,308.57762921536624,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,3211331.93167472,-1866463.001856992,True,-2087746.6679194923,True
177,diesel_battery,PV + diesel + battery,550.0,0.55,48.0,150.0,5077794.933531712,487.92649142746006,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,5299078.599594212,-1791364.8515644842,True,-2012648.5176269845,True
177,battery_hydrogen,PV + battery + hydrogen,550.0,0.55,48.0,150.0,3286430.0819672276,315.7938278733593,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,3286430.0819672276,-1791364.8515644842,True,-2012648.5176269845,True
178,diesel_battery,PV + diesel + battery,550.0,0.6,48.0,150.0,5077794.933531712,487.92649142746006,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,5299078.599594212,-1716266.7012719763,True,-1937550.3673344767,True
178,battery_hydrogen,PV + battery + hydrogen,550.0,0.6,48.0,150.0,3361528.2322597355,323.01002653135237,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,3361528.2322597355,-1716266.7012719763,True,-1937550.3673344767,True
179,diesel_battery,PV + diesel + battery,550.0,0.65,48.0,150.0,5077794.933531712,487.92649142746006,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,5299078.599594212,-1641168.5509794685,True,-1862452.2170419688,True
179,battery_hydrogen,PV + battery + hydrogen,550.0,0.65,48.0,150.0,3436626.3825522433,330.2262251893454,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,3436626.3825522433,-1641168.5509794685,True,-1862452.2170419688,True
180,diesel_battery,PV + diesel + battery,550.0,0.7,48.0,150.0,5077794.933531712,487.92649142746006,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,5299078.599594212,-1566070.4006869607,True,-1787354.066749461,True
180,battery_hydrogen,PV + battery + hydrogen,550.0,0.7,48.0,150.0,3511724.532844751,337.4424238473385,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,3511724.532844751,-1566070.4006869607,True,-1787354.066749461,True
181,diesel_battery,PV + diesel + battery,550.0,0.75,48.0,150.0,5077794.933531712,487.92649142746006,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,5299078.599594212,-1490972.2503944528,True,-1712255.9164569532,True
181,battery_hydrogen,PV + battery + hydrogen,550.0,0.75,48.0,150.0,3586822.683137259,344.6586225053315,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,3586822.683137259,-1490972.2503944528,True,-1712255.9164569532,True
182,diesel_battery,PV + diesel + battery,550.0,0.8,48.0,150.0,5077794.933531712,487.92649142746006,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,5299078.599594212,-1415874.100101945,True,-1637157.7661644453,True
182,battery_hydrogen,PV + battery + hydrogen,550.0,0.8,48.0,150.0,3661920.833429767,351.87482116332455,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,3661920.833429767,-1415874.100101945,True,-1637157.7661644453,True
183,diesel_battery,PV + diesel + battery,550.0,0.85,48.0,150.0,5077794.933531712,487.92649142746006,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,5299078.599594212,-1340775.9498094372,True,-1562059.6158719375,True
183,battery_hydrogen,PV + battery + hydrogen,550.0,0.85,48.0,150.0,3737018.9837222747,359.0910198213176,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,3737018.9837222747,-1340775.9498094372,True,-1562059.6158719375,True
184,diesel_battery,PV + diesel + battery,550.0,0.9,48.0,150.0,5077794.933531712,487.92649142746006,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,5299078.599594212,-1265677.7995169293,True,-1486961.4655794296,True
184,battery_hydrogen,PV + battery + hydrogen,550.0,0.9,48.0,150.0,3812117.1340147825,366.3072184793107,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,3812117.1340147825,-1265677.7995169293,True,-1486961.4655794296,True
185,diesel_battery,PV + diesel + battery,550.0,0.95,48.0,150.0,5077794.933531712,487.92649142746006,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,5299078.599594212,-1190579.6492244215,True,-1411863.3152869218,True
185,battery_hydrogen,PV + battery + hydrogen,550.0,0.95,48.0,150.0,3887215.2843072903,373.5234171373037,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,3887215.2843072903,-1190579.6492244215,True,-1411863.3152869218,True
186,diesel_battery,PV + diesel + battery,550.0,1.0,48.0,150.0,5077794.933531712,487.92649142746006,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,5299078.599594212,-1115481.4989319136,True,-1336765.164994414,True
186,battery_hydrogen,PV + battery + hydrogen,550.0,1.0,48.0,150.0,3962313.434599798,380.73961579529674,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,3962313.434599798,-1115481.4989319136,True,-1336765.164994414,True
187,diesel_battery,PV + diesel + battery,550.0,1.05,48.0,150.0,5077794.933531712,487.92649142746006,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,5299078.599594212,-1040383.3486394058,True,-1261667.0147019061,True
187,battery_hydrogen,PV + battery + hydrogen,550.0,1.05,48.0,150.0,4037411.584892306,387.9558144532898,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,4037411.584892306,-1040383.3486394058,True,-1261667.0147019061,True
188,diesel_battery,PV + diesel + battery,550.0,1.1,48.0,150.0,5077794.933531712,487.92649142746006,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,5299078.599594212,-965285.198346898,True,-1186568.8644093983,True
188,battery_hydrogen,PV + battery + hydrogen,550.0,1.1,48.0,150.0,4112509.735184814,395.17201311128287,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,4112509.735184814,-965285.198346898,True,-1186568.8644093983,True
189,diesel_battery,PV + diesel + battery,550.0,1.15,48.0,150.0,5077794.933531712,487.92649142746006,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,5299078.599594212,-890187.0480543901,True,-1111470.7141168904,True
189,battery_hydrogen,PV + battery + hydrogen,550.0,1.15,48.0,150.0,4187607.8854773217,402.38821176927587,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,4187607.8854773217,-890187.0480543901,True,-1111470.7141168904,True
190,diesel_battery,PV + diesel + battery,550.0,1.2,48.0,150.0,5077794.933531712,487.92649142746006,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,5299078.599594212,-815088.8977618814,True,-1036372.5638243817,True
190,battery_hydrogen,PV + battery + hydrogen,550.0,1.2,48.0,150.0,4262706.03576983,409.60441042726904,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,4262706.03576983,-815088.8977618814,True,-1036372.5638243817,True
191,diesel_battery,PV + diesel + battery,600.0,0.3,48.0,150.0,5402536.310702711,519.1309655857267,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,5623819.976765212,-2491596.980198023,True,-2712880.6462605232,True
191,battery_hydrogen,PV + battery + hydrogen,600.0,0.3,48.0,150.0,2910939.3305046884,279.71283458339406,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,2910939.3305046884,-2491596.980198023,True,-2712880.6462605232,True
192,diesel_battery,PV + diesel + battery,600.0,0.35,48.0,150.0,5402536.310702711,519.1309655857267,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,5623819.976765212,-2416498.829905515,True,-2637782.4959680154,True
192,battery_hydrogen,PV + battery + hydrogen,600.0,0.35,48.0,150.0,2986037.4807971963,286.9290332413871,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,2986037.4807971963,-2416498.829905515,True,-2637782.4959680154,True
193,diesel_battery,PV + diesel + battery,600.0,0.4,48.0,150.0,5402536.310702711,519.1309655857267,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,5623819.976765212,-2341400.679613007,True,-2562684.3456755076,True
193,battery_hydrogen,PV + battery + hydrogen,600.0,0.4,48.0,150.0,3061135.631089704,294.1452318993802,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,3061135.631089704,-2341400.679613007,True,-2562684.3456755076,True
194,diesel_battery,PV + diesel + battery,600.0,0.45,48.0,150.0,5402536.310702711,519.1309655857267,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,5623819.976765212,-2266302.5293204994,True,-2487586.1953829997,True
194,battery_hydrogen,PV + battery + hydrogen,600.0,0.45,48.0,150.0,3136233.781382212,301.36143055737324,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,3136233.781382212,-2266302.5293204994,True,-2487586.1953829997,True
195,diesel_battery,PV + diesel + battery,600.0,0.5,48.0,150.0,5402536.310702711,519.1309655857267,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,5623819.976765212,-2191204.3790279916,True,-2412488.045090492,True
195,battery_hydrogen,PV + battery + hydrogen,600.0,0.5,48.0,150.0,3211331.93167472,308.57762921536624,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,3211331.93167472,-2191204.3790279916,True,-2412488.045090492,True
196,diesel_battery,PV + diesel + battery,600.0,0.55,48.0,150.0,5402536.310702711,519.1309655857267,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,5623819.976765212,-2116106.2287354837,True,-2337389.894797984,True
196,battery_hydrogen,PV + battery + hydrogen,600.0,0.55,48.0,150.0,3286430.0819672276,315.7938278733593,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,3286430.0819672276,-2116106.2287354837,True,-2337389.894797984,True
197,diesel_battery,PV + diesel + battery,600.0,0.6,48.0,150.0,5402536.310702711,519.1309655857267,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,5623819.976765212,-2041008.0784429759,True,-2262291.744505476,True
197,battery_hydrogen,PV + battery + hydrogen,600.0,0.6,48.0,150.0,3361528.2322597355,323.01002653135237,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,3361528.2322597355,-2041008.0784429759,True,-2262291.744505476,True
198,diesel_battery,PV + diesel + battery,600.0,0.65,48.0,150.0,5402536.310702711,519.1309655857267,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,5623819.976765212,-1965909.928150468,True,-2187193.5942129684,True
198,battery_hydrogen,PV + battery + hydrogen,600.0,0.65,48.0,150.0,3436626.3825522433,330.2262251893454,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,3436626.3825522433,-1965909.928150468,True,-2187193.5942129684,True
199,diesel_battery,PV + diesel + battery,600.0,0.7,48.0,150.0,5402536.310702711,519.1309655857267,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,5623819.976765212,-1890811.7778579602,True,-2112095.4439204605,True
199,battery_hydrogen,PV + battery + hydrogen,600.0,0.7,48.0,150.0,3511724.532844751,337.4424238473385,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,3511724.532844751,-1890811.7778579602,True,-2112095.4439204605,True
200,diesel_battery,PV + diesel + battery,600.0,0.75,48.0,150.0,5402536.310702711,519.1309655857267,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,5623819.976765212,-1815713.6275654524,True,-2036997.2936279527,True
200,battery_hydrogen,PV + battery + hydrogen,600.0,0.75,48.0,150.0,3586822.683137259,344.6586225053315,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,3586822.683137259,-1815713.6275654524,True,-2036997.2936279527,True
201,diesel_battery,PV + diesel + battery,600.0,0.8,48.0,150.0,5402536.310702711,519.1309655857267,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,5623819.976765212,-1740615.4772729445,True,-1961899.1433354449,True
201,battery_hydrogen,PV + battery + hydrogen,600.0,0.8,48.0,150.0,3661920.833429767,351.87482116332455,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,3661920.833429767,-1740615.4772729445,True,-1961899.1433354449,True
202,diesel_battery,PV + diesel + battery,600.0,0.85,48.0,150.0,5402536.310702711,519.1309655857267,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,5623819.976765212,-1665517.3269804367,True,-1886800.993042937,True
202,battery_hydrogen,PV + battery + hydrogen,600.0,0.85,48.0,150.0,3737018.9837222747,359.0910198213176,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,3737018.9837222747,-1665517.3269804367,True,-1886800.993042937,True
203,diesel_battery,PV + diesel + battery,600.0,0.9,48.0,150.0,5402536.310702711,519.1309655857267,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,5623819.976765212,-1590419.1766879288,True,-1811702.8427504292,True
203,battery_hydrogen,PV + battery + hydrogen,600.0,0.9,48.0,150.0,3812117.1340147825,366.3072184793107,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,3812117.1340147825,-1590419.1766879288,True,-1811702.8427504292,True
204,diesel_battery,PV + diesel + battery,600.0,0.95,48.0,150.0,5402536.310702711,519.1309655857267,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,5623819.976765212,-1515321.026395421,True,-1736604.6924579213,True
204,battery_hydrogen,PV + battery + hydrogen,600.0,0.95,48.0,150.0,3887215.2843072903,373.5234171373037,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,3887215.2843072903,-1515321.026395421,True,-1736604.6924579213,True
205,diesel_battery,PV + diesel + battery,600.0,1.0,48.0,150.0,5402536.310702711,519.1309655857267,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,5623819.976765212,-1440222.8761029132,True,-1661506.5421654135,True
205,battery_hydrogen,PV + battery + hydrogen,600.0,1.0,48.0,150.0,3962313.434599798,380.73961579529674,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,3962313.434599798,-1440222.8761029132,True,-1661506.5421654135,True
206,diesel_battery,PV + diesel + battery,600.0,1.05,48.0,150.0,5402536.310702711,519.1309655857267,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,5623819.976765212,-1365124.7258104053,True,-1586408.3918729057,True
206,battery_hydrogen,PV + battery + hydrogen,600.0,1.05,48.0,150.0,4037411.584892306,387.9558144532898,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,4037411.584892306,-1365124.7258104053,True,-1586408.3918729057,True
207,diesel_battery,PV + diesel + battery,600.0,1.1,48.0,150.0,5402536.310702711,519.1309655857267,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,5623819.976765212,-1290026.5755178975,True,-1511310.2415803978,True
207,battery_hydrogen,PV + battery + hydrogen,600.0,1.1,48.0,150.0,4112509.735184814,395.17201311128287,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,4112509.735184814,-1290026.5755178975,True,-1511310.2415803978,True
208,diesel_battery,PV + diesel + battery,600.0,1.15,48.0,150.0,5402536.310702711,519.1309655857267,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,5623819.976765212,-1214928.4252253897,True,-1436212.09128789,True
208,battery_hydrogen,PV + battery + hydrogen,600.0,1.15,48.0,150.0,4187607.8854773217,402.38821176927587,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,4187607.8854773217,-1214928.4252253897,True,-1436212.09128789,True
209,diesel_battery,PV + diesel + battery,600.0,1.2,48.0,150.0,5402536.310702711,519.1309655857267,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,5623819.976765212,-1139830.274932881,True,-1361113.9409953812,True
209,battery_hydrogen,PV + battery + hydrogen,600.0,1.2,48.0,150.0,4262706.03576983,409.60441042726904,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,4262706.03576983,-1139830.274932881,True,-1361113.9409953812,True
210,diesel_battery,PV + diesel + battery,650.0,0.3,48.0,150.0,5727277.687873712,550.3354397439933,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,5948561.353936212,-2816338.3573690234,True,-3037622.0234315237,True
210,battery_hydrogen,PV + battery + hydrogen,650.0,0.3,48.0,150.0,2910939.3305046884,279.71283458339406,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,2910939.3305046884,-2816338.3573690234,True,-3037622.0234315237,True
211,diesel_battery,PV + diesel + battery,650.0,0.35,48.0,150.0,5727277.687873712,550.3354397439933,6494.82754342,4546.379280394,681956.8920591,44.25673321250001,0.3459487838603996,0.6540512161396004,1.0,221283.66606250004,5948561.353936212,-2741240.2070765155,True,-2962523.873139016,True
